"","w_delta11_mu","z_delta11_mu","w_delta18_mu","z_delta18_mu"
"3450",1.49798,-1.22071,0.179706,0.0554471
"3451",1.19488,-1.51062,0.29641,-0.0130612
"3452",1.82419,-2.62309,0.0625532,0.373702
"3453",1.05448,-1.57999,-0.290007,0.601522
"3454",1.38409,-1.82379,-0.0337357,-0.110728
"3455",1.12963,-1.65662,0.358488,0.0952113
"3456",1.35439,-1.82244,0.201866,0.0703429
"3457",1.46584,-1.73425,0.0326622,0.527799
"3458",1.58824,-1.32112,0.213042,0.181398
"3459",0.349644,-0.67305,0.503313,-0.0599814
"3460",1.42625,-1.93691,0.334812,0.135631
"3461",1.90457,-2.0663,0.341523,0.105334
"3462",1.07803,-2.43514,0.13491,-0.0561673
"3463",1.92341,-2.70596,0.0394586,-0.0362251
"3464",1.36944,-1.42727,0.203071,-0.0344036
"3465",1.71717,-2.22485,0.31678,-0.301052
"3466",1.94905,-2.6439,0.265095,-0.196136
"3467",1.70955,-1.54695,0.297121,-0.294259
"3468",1.6587,-2.68645,0.204,-0.404613
"3469",1.09463,-2.40765,0.354045,-0.287585
"3470",0.900778,-1.46027,0.199075,0.189405
"3471",1.78004,-2.59635,-0.120271,0.0710951
"3472",1.54968,-2.3527,0.23269,0.0479778
"3473",1.16619,-2.58062,0.0961692,0.198921
"3474",1.22825,-2.10766,0.0124406,0.128842
"3475",1.04867,-1.50585,0.148702,-0.241552
"3476",1.25089,-1.82688,0.319855,-0.00779073
"3477",1.35637,-1.33101,-0.179295,0.533706
"3478",1.72277,-2.21373,0.462452,-0.256445
"3479",1.51954,-2.49807,0.0767938,-0.191111
"3480",1.68862,-3.92154,0.425447,-0.494222
"3481",0.523113,-0.786022,0.00753866,-0.448141
"3482",1.07547,-1.45903,-0.115002,-0.1012
"3483",0.467768,-0.226511,-0.0045938,0.000154679
"3484",0.812511,-1.37022,-0.195071,0.323627
"3485",1.20309,-0.855405,0.223622,0.161165
"3486",0.82972,-1.32414,0.0191801,-0.223648
"3487",0.668454,-0.728452,0.169959,-0.0410473
"3488",0.272814,-1.27143,0.378236,-0.284851
"3489",0.239545,0.12604,0.0162377,-0.0429083
"3490",0.717598,-0.108706,0.154543,-0.23995
"3491",0.727122,-0.500834,0.120383,0.00443246
"3492",0.93547,-0.831757,-0.149006,0.567698
"3493",1.1058,0.218707,0.0722824,0.250652
"3494",0.723581,-0.159547,0.0685579,-0.184013
"3495",1.00437,-1.51951,0.162094,0.0361126
"3496",1.2176,-1.62773,0.00453522,0.0509717
"3497",1.0822,-1.57988,0.169947,0.219909
"3498",1.2352,-1.6177,-0.00186026,0.14244
"3499",1.14212,-1.98782,0.0816008,0.0041023
"3500",0.978836,-1.25066,0.158838,-0.183915
"3501",0.96795,-1.15729,0.0829496,-0.134979
"3502",0.453708,-1.23036,-0.087471,0.10145
"3503",1.21248,-0.822087,0.233441,0.153973
"3504",1.27528,-0.701543,0.0724803,-0.0376279
"3505",1.42384,-1.8406,0.0570395,-0.0512496
"3506",0.893819,-1.03601,0.154684,-0.153239
"3507",0.743988,-0.395245,0.036929,0.256105
"3508",0.845409,-1.47122,0.193195,0.0731385
"3509",1.78363,-2.5246,-0.109773,0.364008
"3510",1.0748,-1.71449,-0.0225982,0.241567
"3511",0.742272,-1.04911,0.201484,0.0425444
"3512",1.19325,-1.41031,-0.0246591,0.40844
"3513",1.17828,-1.69321,0.574062,0.221908
"3514",1.11778,-1.37305,-0.114179,-0.0308978
"3515",1.1153,-1.26969,-0.187667,0.295192
"3516",1.13744,-1.22137,-0.00509379,0.165366
"3517",1.49258,-2.04848,-0.0804923,0.172929
"3518",1.45245,-2.08866,-0.143703,0.486875
"3519",1.07776,-0.407896,0.112444,0.0765031
"3520",1.51716,-1.56176,-0.230794,0.446671
"3521",1.25097,-1.79119,-0.0311704,0.161938
"3522",1.23007,-1.35671,-0.107286,-0.0725015
"3523",1.52838,-2.89161,-0.208602,0.449659
"3524",1.66947,-2.85451,-0.605008,0.97676
"3525",1.71506,-3.08346,0.199807,0.350308
"3526",0.510068,-0.883697,-0.341793,0.135086
"3527",1.00974,-1.09589,0.157217,0.038582
"3528",1.37753,-1.5567,0.142078,0.419115
"3529",1.44724,-1.50164,0.280734,0.539396
"3530",1.26579,-1.34017,0.0993311,-0.195751
"3531",1.05087,-1.06216,0.263497,-0.877262
"3532",0.712113,0.412242,0.235722,0.418036
"3533",1.61751,-1.32489,-0.0321324,-0.456219
"3534",0.692537,-1.67323,0.0871291,0.405189
"3535",0.737735,-0.246552,0.128611,-0.035269
"3536",0.70472,0.234431,0.00780404,0.308597
"3537",1.16428,-2.42493,-0.0311471,-0.0624483
"3538",0.767618,-1.51405,-0.0294947,0.07175
"3539",1.15804,-1.00835,0.0492133,0.0552336
"3540",0.685733,-0.632263,-0.0836204,0.381417
"3541",1.24849,-2.10563,0.349571,-0.503276
"3542",1.6249,-1.99252,0.371549,-0.156039
"3543",1.1159,-2.04108,0.358307,-0.4388
"3544",1.23807,-1.83977,0.38244,0.291337
"3545",1.33394,-2.14129,0.196986,-0.0639729
"3546",0.449218,-0.729792,0.0594626,0.0654536
"3547",2.02691,-2.72179,0.120492,-0.199526
"3548",1.14785,-2.53637,0.00748784,0.205791
"3549",0.607501,-1.04341,0.508498,-0.78323
"3550",1.24521,-1.65006,0.158529,-0.123547
"3551",1.64387,-1.74626,0.273055,-0.377426
"3552",0.836303,-1.87171,0.102157,-0.383166
"3553",1.54566,-2.22651,0.1105,-0.474901
"3554",1.01389,-1.39447,0.249862,-0.641326
"3555",0.821825,-1.30069,0.433182,-0.33237
"3556",0.905036,-1.1461,0.0776955,0.0386872
"3557",1.55918,-1.61138,0.338012,-0.319387
"3558",1.82452,-2.29457,0.14712,-0.386296
"3559",1.92632,-2.83092,-0.214201,0.631421
"3560",1.82925,-2.7249,0.0996745,-0.228579
"3561",1.74342,-3.00828,0.0934014,0.0999342
"3562",1.75881,-3.11015,0.182335,0.0244573
"3563",1.89839,-3.07038,-0.00919198,0.126549
"3564",2.09597,-3.68246,0.391203,-0.150911
"3565",2.4138,-4.09106,0.274362,-0.0692857
"3566",3.04099,-5.00723,-0.0140324,0.101946
"3567",2.55232,-5.04758,-0.111823,0.374223
"3568",2.62697,-5.03333,-0.130111,0.400363
"3569",2.29068,-4.41935,0.0414813,-0.271756
"3570",2.6117,-4.07415,0.14968,0.0878244
"3571",2.38642,-4.31969,-0.0488647,0.183915
"3572",3.08083,-4.96772,0.113831,-0.109186
"3573",2.35073,-3.66515,0.065806,0.297624
"3574",1.27254,-2.26595,0.633039,-0.377349
"3575",1.40851,-1.58506,0.0862751,-0.00393735
"3576",1.22009,-1.83096,0.0163517,0.100461
"3577",1.2638,-0.898587,0.356121,-0.468937
"3578",1.08204,-1.60332,0.090711,0.202624
"3579",1.05601,-0.906498,0.0887061,-0.297309
"3580",0.155926,0.614298,0.160326,0.0650716
"3581",1.27334,-0.766207,0.204582,-0.236212
"3582",0.912249,-1.23123,0.168712,-0.0795594
"3583",1.42173,-1.39587,0.304555,-0.322937
"3584",0.865118,-1.9995,0.1574,-0.04858
"3585",1.23707,-1.98439,-0.104369,0.216185
"3586",2.08132,-3.42706,-0.0248604,0.0546913
"3587",2.38688,-3.77906,0.557324,-0.555156
"3588",2.19283,-3.48156,0.391134,-0.660794
"3589",2.1619,-3.7523,0.0693247,0.391424
"3590",2.21553,-3.3829,0.101181,-0.219466
"3591",1.52463,-2.17054,0.23949,-0.2742
"3592",0.896342,-1.46088,0.0498726,-0.112719
"3593",1.42225,-1.8929,0.111149,0.00489555
"3594",0.744135,-0.812144,0.252593,0.0105627
"3595",1.04125,-0.907093,0.0260663,-0.109074
"3596",1.29305,-0.765656,0.198476,0.0820229
"3597",0.682028,-1.05198,0.133329,-0.318894
"3598",1.34811,-1.9789,-0.0927557,0.262329
"3599",0.713477,-0.764895,0.212733,-0.0138033
"3600",1.60149,-2.42859,0.0960879,-0.176182
"3601",1.27781,-1.28639,0.209593,0.785083
"3602",0.698638,-0.918179,0.205106,-0.47888
"3603",0.979016,-1.53759,0.185336,-0.325543
"3604",0.591635,-0.648361,0.141895,-0.201558
"3605",1.66626,-2.39117,-0.0812751,0.248725
"3606",2.4241,-3.32725,-0.107341,0.209276
"3607",2.06974,-2.86199,0.0888241,0.022096
"3608",0.956443,-1.20406,0.318778,-0.26394
"3609",0.839039,-1.565,-0.00597673,-0.0992504
"3610",1.79604,-2.0913,-0.066752,-0.0877251
"3611",1.03412,-2.48644,0.0746128,0.0175064
"3612",0.697771,-1.72287,0.132423,-0.109387
"3613",1.93018,-1.71934,-0.0574833,-0.108777
"3614",1.11886,-1.38273,-0.106642,0.103333
"3615",0.883779,-0.87392,0.0998947,0.003184
"3616",0.918008,-1.18778,0.216315,-0.0361895
"3617",0.612377,-1.28569,-0.0645261,0.385083
"3618",0.485414,-0.303804,0.0431402,0.081953
"3619",1.75802,-2.97617,0.0979191,-0.192721
"3620",1.87387,-2.51317,0.200277,-0.0419365
"3621",1.23599,-1.52172,0.093684,-0.0963808
"3622",0.929587,-1.34475,0.226155,0.0172802
"3623",1.27756,-1.25192,0.0460229,0.0224441
"3624",1.16455,-1.64665,0.176824,-0.205198
"3625",0.835341,-1.38813,0.198652,-0.181243
"3626",0.347957,-0.428321,0.368996,-0.297054
"3627",0.909076,-1.34416,0.529979,-0.441299
"3628",1.09414,-1.57182,0.352874,-0.449599
"3629",0.739168,-0.908138,0.107808,-0.163451
"3630",1.82004,-2.92274,0.346524,-0.100255
"3631",1.55059,-2.32942,0.405392,-0.169878
"3632",1.42182,-2.16358,0.367845,-0.170284
"3633",1.97702,-3.07101,0.104866,0.0247732
"3634",1.99263,-3.10902,0.151009,-0.015312
"3635",0.506554,-1.32165,0.161768,-0.425247
"3636",1.19161,-1.25948,0.416757,-0.22536
"3637",0.683673,-1.74574,0.100723,0.158289
"3638",1.55297,-2.0619,0.0717658,-0.180925
"3639",1.102,-1.58949,0.110468,-0.164149
"3640",1.32712,-1.4583,0.140352,-0.026229
"3641",1.44283,-2.30012,0.105022,-0.188944
"3642",1.21884,-1.21589,0.23046,-0.294089
"3643",1.10846,-1.57241,0.132513,-0.121443
"3644",1.05653,-2.02772,0.348754,-0.391452
"3645",0.663162,-1.1215,0.371518,0.0904337
"3646",1.46308,-1.82827,0.314924,0.149527
"3647",0.979972,-1.11326,0.173799,-0.288785
"3648",0.854016,-1.16588,0.224857,-0.0209757
"3649",0.896493,-0.727657,0.304206,-0.369088
"3650",0.44797,-0.660836,0.368709,0.0144374
"3651",0.883388,-0.403658,0.145007,-0.273193
"3652",-0.154987,0.0344809,0.362418,-0.493375
"3653",0.825091,-0.567703,0.345172,-0.570132
"3654",0.815372,-0.736784,0.253066,-0.261167
"3655",1.22258,-1.69883,0.120742,0.473717
"3656",1.2809,-1.96458,0.224343,0.516077
"3657",1.30415,-1.39521,-0.0546549,0.170856
"3658",1.16818,-1.65718,-0.138439,0.34733
"3659",1.7017,-2.34921,-0.191994,0.370168
"3660",1.16435,-1.50951,0.0942082,0.314159
"3661",0.807012,-1.68699,0.29853,-0.442113
"3662",1.90223,-2.02275,0.230561,-0.233319
"3663",1.32396,-2.23204,0.381316,-0.63221
"3664",1.09972,-1.73885,0.335681,-0.601149
"3665",1.38192,-1.82383,0.38811,-0.297492
"3666",1.54248,-1.39597,0.158066,-0.519523
"3667",0.235491,-1.43151,0.286429,-0.351134
"3668",0.711153,-1.3414,0.246903,0.323993
"3669",1.4361,-1.87028,-0.238679,0.0630376
"3670",0.732166,-0.861804,0.0807543,0.292601
"3671",1.01682,-0.874712,-0.040812,-0.177299
"3672",1.14237,-1.23853,0.0670318,0.131738
"3673",1.48593,-2.44317,0.224342,-0.563438
"3674",2.55813,-4.31176,0.19115,0.0882022
"3675",1.52611,-2.43973,-0.0846499,0.620362
"3676",1.14969,-1.66847,-0.129124,0.464041
"3677",1.41246,-1.89747,-0.109876,0.202136
"3678",1.34816,-0.628096,-0.188002,0.684825
"3679",0.804054,-2.5866,-0.251834,0.493515
"3680",1.45247,-2.1298,0.376366,-0.237414
"3681",0.857531,-1.88156,0.382687,0.0202063
"3682",1.44928,-2.10491,-0.2762,0.805776
"3683",1.06964,-0.817861,-0.208136,0.638328
"3684",1.56682,-2.29993,-0.265052,0.672568
"3685",1.4355,-1.7552,-0.118551,0.461987
"3686",1.08994,-1.25961,-0.124515,0.66753
"3687",0.836907,-1.66225,-0.170841,0.221032
"3688",1.12798,-1.30205,0.119458,0.143149
"3689",1.63862,-2.72253,0.311479,-0.274026
"3690",1.28447,-1.99944,0.302783,-0.364176
"3691",1.25536,-2.01102,0.176091,-0.218974
"3692",1.20691,-1.74397,0.140232,0.153049
"3693",1.33314,-1.86141,0.186334,0.169986
"3694",1.27198,-1.82166,0.21258,-0.32824
"3695",1.41559,-0.992603,-0.264078,0.194366
"3696",0.759527,-1.42582,0.0910636,0.712054
"3697",0.571686,-1.16997,0.161875,0.902749
"3698",0.544284,-1.74182,-0.0642981,-0.23062
"3699",1.76217,-2.3852,-0.139683,0.745748
"3700",0.838512,-1.93695,-0.318712,0.266464
"3701",0.95031,-0.670753,-0.0658926,0.499837
"3702",1.68962,-2.71416,0.401727,-0.226528
"3703",0.819014,-0.0193467,-0.264408,0.441575
"3704",1.10494,-0.837662,0.125227,0.0662928
"3705",0.688153,-1.03257,-0.120319,0.27784
"3706",0.954056,-1.02989,0.244676,-0.0351517
"3707",0.961081,-1.24102,0.0678662,-0.335031
"3708",1.05999,-1.46806,0.201748,-0.0183808
"3709",1.07811,-1.33445,0.0392641,0.0777271
"3710",0.951271,-0.248799,0.0133351,0.0364232
"3711",0.605818,-0.779034,0.111936,0.159172
"3712",0.944452,-1.43233,0.0683096,0.133544
"3713",0.978071,-0.464514,0.149311,0.0404433
"3714",0.960952,-1.39288,0.143923,-0.0865135
"3715",0.697291,-0.722114,0.240727,0.10726
"3716",1.86994,-2.58833,0.0881391,0.356248
"3717",1.48942,-2.30265,-0.238246,1.11393
"3718",0.866733,-1.18132,-0.430791,0.58913
"3719",1.67535,-2.60233,-0.0325128,-0.160164
"3720",1.30821,-2.80386,0.281728,-0.361515
"3721",0.894873,-1.62014,-0.0971741,0.192343
"3722",1.11379,-1.10804,-0.215301,0.824771
"3723",0.764083,-0.938697,-0.169645,0.215872
"3724",0.608653,-0.839948,-0.110151,0.20081
"3725",1.22279,-1.92613,0.22727,0.12128
"3726",1.08569,-1.38235,-0.097647,0.421631
"3727",1.15013,-0.627866,-0.208432,0.733192
"3728",1.07647,-1.36281,-0.143373,0.584584
"3729",1.53829,-1.58589,0.376523,-0.259442
"3730",1.13021,-1.74233,0.222254,-0.396383
"3731",0.769866,-2.01648,-0.00401746,-0.0616981
"3732",1.69749,-1.13364,-0.00326252,0.407402
"3733",1.45385,-2.52311,0.534188,-0.055939
"3734",1.58372,-2.00089,-0.00401305,-0.156172
"3735",1.51739,-2.1872,-0.153789,0.012791
"3736",1.2802,-1.79964,-0.291408,0.0385261
"3737",0.999452,-1.24099,0.0542054,0.600765
"3738",1.67517,-1.46133,0.0931501,0.398439
"3739",1.96331,-2.66858,0.0587956,0.165507
"3740",1.00342,-1.7103,0.0802527,0.193386
"3741",1.21551,-1.37857,0.282149,-0.16073
"3742",1.24608,-1.54906,-0.180909,0.141876
"3743",1.56136,-2.00797,-0.312362,0.327615
"3744",1.44819,-2.32166,-0.10551,0.464799
"3745",1.46371,-2.00951,-0.290798,0.236494
"3746",0.467057,-2.18565,-0.115115,0.0269183
"3747",1.79301,-1.44519,-0.156322,0.263999
"3748",1.24081,-1.25404,0.204619,-0.192543
"3749",1.08121,-2.33601,0.190399,-0.156214
"3750",1.9177,-2.04694,0.127846,-0.101402
"3751",0.660033,-2.23748,0.129329,-0.320934
"3752",1.89649,-0.960883,-0.0575503,0.234583
"3753",1.44173,-1.12,-0.0211216,-0.0421571
"3754",1.28089,-1.88224,0.0354977,0.483714
"3755",1.14546,-1.1347,-0.0859433,0.295191
"3756",1.23385,-1.30323,-0.113511,0.38031
"3757",1.54906,-1.42327,-0.0926314,0.0640695
"3758",1.06938,-0.988713,-0.175127,0.284792
"3759",1.49142,-2.03356,0.2543,-0.337902
"3760",1.33821,-1.41483,0.256241,-0.413057
"3761",1.75765,-3.06618,-0.0251735,0.312235
"3762",1.58691,-2.40621,0.129809,-0.116723
"3763",1.53522,-2.10893,0.14247,0.0555484
"3764",1.82363,-2.85389,0.117604,0.114388
"3765",1.22248,-2.30952,0.21213,-0.0874616
"3766",1.06603,-0.684326,-0.0750113,0.202565
"3767",2.06828,-2.75945,-0.18131,-0.165867
"3768",0.794057,-0.970478,0.191288,-0.286938
"3769",0.770523,-0.397987,0.195848,-0.0714255
"3770",1.85419,-2.86934,-0.00280492,0.0358313
"3771",1.24728,-1.7565,0.00133859,0.185535
"3772",0.649667,-1.50877,-0.0949446,0.437618
"3773",1.58731,-1.41253,-0.409078,0.842077
"3774",1.6411,-0.927905,-0.282698,0.592051
"3775",1.21761,-0.702584,-0.0519985,0.370873
"3776",1.48031,-1.69637,-0.18276,0.850544
"3777",1.3625,-1.97078,-0.110605,-0.189778
"3778",1.61776,-1.84077,0.170084,0.0699515
"3779",1.56237,-1.26524,0.155314,0.172045
"3780",2.13702,-3.43528,0.180376,-0.00474259
"3781",1.30568,-2.0756,0.033488,0.389162
"3782",1.49516,-2.15039,0.0978355,0.361386
"3783",1.25436,-1.47348,0.130218,0.380784
"3784",1.16859,-1.57267,-0.0499973,0.424709
"3785",1.36175,-2.18373,0.253141,-0.423517
"3786",1.0199,-2.0723,0.366941,-0.424686
"3787",1.48461,-2.12598,0.351774,-0.444367
"3788",1.19121,-1.77289,0.299227,-0.337225
"3789",2.74837,-4.2609,-0.162415,0.109913
"3790",2.73396,-4.13847,0.0637094,0.539334
"3791",2.18121,-3.2361,-0.327851,0.485319
"3792",2.74392,-4.37145,0.0830392,0.286136
"3793",2.16345,-3.94139,0.0124309,-0.0345196
"3794",1.48595,-2.63197,0.0666732,-0.15166
"3795",0.894652,-1.06793,0.0501034,-0.0633641
"3796",1.44528,-1.69133,-0.0196475,0.232069
"3797",0.783555,-1.05917,0.335898,0.194577
"3798",0.632638,-0.627597,0.300213,0.0490084
"3799",0.850274,-1.02182,0.138348,0.324088
"3800",1.61926,-2.44136,0.033081,-0.144803
"3801",0.96052,-1.22707,-0.190612,0.0891965
"3802",0.992259,-1.62498,-0.110492,0.176306
"3803",0.91355,-1.586,-0.13235,0.203277
"3804",1.2113,-1.8828,-0.138249,0.953143
"3805",1.10501,-1.33617,0.519594,-0.828294
"3806",0.801255,-0.935012,-0.0153974,-0.0895451
"3807",0.917887,-1.18083,0.020777,-0.0694492
"3808",1.35762,-1.5928,-0.090553,-0.185985
"3809",0.678915,-1.44432,0.284321,-0.394994
"3810",1.97799,-2.50951,-0.052172,-0.137246
"3811",2.10406,-2.55466,0.013414,0.253444
"3812",1.35257,-2.15515,0.323917,-0.261815
"3813",0.986164,-0.603657,0.315322,-0.131083
"3814",0.578741,-0.523416,0.261541,0.152353
"3815",1.39732,-0.793844,0.19997,-0.54811
"3816",1.69425,-2.94556,-0.479546,0.850188
"3817",1.60075,-1.70551,0.798437,-0.804566
"3818",1.8133,-4.03155,-0.0456053,0.411881
"3819",1.32812,-1.08948,0.432428,-0.462477
"3820",0.676225,-1.30759,0.414568,-0.401616
"3821",1.17635,-2.0064,0.399617,-0.681457
"3822",0.49152,-0.88249,0.0294008,0.195365
"3823",1.06724,-1.52714,0.646153,-0.842753
"3824",0.962843,-1.72322,0.790387,-1.93694
"3825",1.8704,-1.90029,0.408267,-0.809404
"3826",1.18634,-1.73318,0.456959,-0.261917
"3827",1.35234,-0.726453,0.461121,-0.842907
"3828",0.258798,-0.834148,0.454438,-0.488078
"3829",0.804627,-1.5964,0.330985,-0.659603
"3830",1.00249,-1.74362,0.31146,-0.0614168
"3831",0.888419,-2.09267,0.0275793,-0.164485
"3832",0.800585,-1.59804,0.375573,-0.476432
"3833",0.868147,-1.10273,0.0410242,-0.207786
"3834",1.36674,-2.29717,0.0343231,0.116835
"3835",1.75962,-2.61424,-0.18002,0.37374
"3836",0.698254,-0.979876,0.181095,-0.111261
"3837",0.664305,-1.20609,0.226992,-0.012552
"3838",1.10956,-0.940259,0.174446,-0.433546
"3839",1.76737,-2.2546,0.142579,-0.180201
"3840",1.40004,-2.04024,-0.0185003,0.278402
"3841",0.93083,-0.963232,0.328267,-0.482269
"3842",0.791556,-1.11595,0.160291,0.0569848
"3843",1.0515,-1.19155,0.21928,-0.683726
"3844",1.0654,-1.61987,0.292496,-0.432961
"3845",1.26922,-1.74721,0.349343,-0.0163967
"3846",1.61898,-2.05383,0.232067,-0.120157
"3847",1.56945,-1.30133,0.35103,-0.0305207
"3848",1.34199,-2.64741,0.177372,-0.0203414
"3849",1.35282,-1.02063,0.00864038,0.383724
"3850",1.35867,-1.70026,0.300429,-0.778143
"3851",1.68012,-1.69939,0.179489,0.0154721
"3852",1.34335,-2.02478,-0.0450573,0.206478
"3853",1.48549,-2.21728,0.0202203,0.0594989
"3854",1.54324,-1.90406,0.17018,-0.00130391
"3855",0.776349,-1.04899,0.0333154,0.414144
"3856",1.10653,-1.10425,0.0965917,0.220836
"3857",1.71665,-2.92674,0.215335,-0.186284
"3858",0.443734,-0.984872,-0.094486,0.282557
"3859",0.653489,-0.980307,-0.0245434,0.36034
"3860",0.457264,-0.647612,-0.0973237,0.426704
"3861",1.38666,-1.45998,-0.145445,0.360882
"3862",1.11661,-1.45226,-0.11942,0.325926
"3863",0.69234,-1.63122,0.337195,-0.302566
"3864",1.34054,-2.17511,0.0728547,0.170041
"3865",1.23342,-1.09732,0.0742698,-0.119875
"3866",0.915066,-1.57627,0.0200734,-0.115194
"3867",1.44742,-2.70988,0.320375,-0.078821
"3868",1.48544,-2.5646,0.241802,-0.550375
"3869",1.01172,-2.56704,0.310833,-0.890541
"3870",1.99619,-1.96475,0.225413,-0.71967
"3871",1.02586,-1.34717,0.349577,-0.306988
"3872",1.58492,-2.44626,0.332272,-0.187257
"3873",1.70051,-2.05335,0.0734863,0.618468
"3874",1.76671,-2.06883,0.206158,-0.495222
"3875",-0.598396,-0.264137,0.470601,-0.30304
"3876",1.05414,-0.482476,0.0962761,0.0894553
"3877",2.13329,-3.03702,0.12511,-0.374198
"3878",1.83843,-2.89894,0.168787,-0.722168
"3879",1.08521,-1.7819,0.303456,-0.876223
"3880",0.776118,-1.30675,-0.0267524,-0.496303
"3881",1.46802,-1.58048,0.0970962,-0.633497
"3882",1.30241,-1.29339,0.61299,-0.339691
"3883",1.05912,-1.34131,0.358663,-0.565828
"3884",0.81968,-1.6819,0.305293,-0.219924
"3885",1.03642,-1.14529,0.0492023,-0.508259
"3886",0.582119,-0.527647,0.385441,-0.453657
"3887",1.2148,-1.61919,0.345505,-0.377982
"3888",1.4383,-2.15592,0.254364,-0.0423679
"3889",1.50659,-2.25342,-0.0862831,-0.0995841
"3890",1.0528,-1.39269,0.229671,0.0938807
"3891",1.4868,-1.85105,-0.185763,0.646049
"3892",1.53499,-2.05391,-0.0868059,-0.112672
"3893",1.81594,-2.94273,-0.138574,0.549519
"3894",1.86633,-3.4856,0.169631,-0.29044
"3895",3.10557,-4.40802,0.0770724,0.106056
"3896",2.31709,-3.96132,-0.0316864,0.0940325
"3897",2.73172,-3.91683,0.10723,0.105629
"3898",2.37788,-3.481,-0.0337194,0.104566
"3899",1.85297,-2.96296,0.0427315,0.306526
"3900",1.8393,-3.13296,0.28389,-0.0175067
"3901",1.45019,-3.2317,0.340891,-0.293242
"3902",2.20414,-2.01647,0.227373,0.168969
"3903",1.51105,-1.84184,0.185163,-0.228234
"3904",1.27132,-1.9149,-0.0640515,0.146696
"3905",1.2128,-1.7106,-0.151835,-0.0192257
"3906",1.27375,-1.78702,0.0144875,0.337609
"3907",1.75866,-2.86331,0.111997,0.157021
"3908",2.2843,-3.85025,-0.0587937,0.271621
"3909",1.69545,-2.47368,-0.120266,0.113289
"3910",1.27862,-1.51238,0.0142683,0.487691
"3911",1.29238,-2.22373,0.0763342,-0.180052
"3912",1.05712,-0.317499,0.208447,-0.317313
"3913",2.48587,-3.59599,-0.00478581,0.174914
"3914",2.38564,-3.43221,0.284929,-0.212218
"3915",2.3589,-3.22086,0.163466,-0.266968
"3916",2.06073,-2.81892,-0.142952,0.504672
"3917",1.16055,-0.887247,-0.014439,0.0407436
"3918",1.15556,-1.9539,0.0203244,0.227101
"3919",0.767802,-1.45815,0.301438,-0.370134
"3920",0.328535,-0.673077,0.296574,-0.231328
"3921",0.952322,-0.696003,0.25998,-0.274652
"3922",0.929567,-0.849158,0.344694,-0.346999
"3923",1.03281,-1.02176,0.288117,-0.338031
"3924",2.01147,-2.35275,-0.246239,0.485753
"3925",0.922768,-2.15457,0.156367,-0.300922
"3926",1.40448,-1.83722,0.488514,-0.239009
"3927",0.549017,-0.974626,0.326545,-0.533527
"3928",1.78948,-2.49175,0.232943,-0.405454
"3929",2.00931,-3.44038,0.198653,-0.30836
"3930",2.52123,-4.19912,0.25984,-0.235103
"3931",2.32443,-3.42323,0.158439,0.00871648
"3932",1.4486,-1.72841,0.271542,-0.466555
"3933",1.12927,-2.13149,0.211986,0.176105
