"","w_delta11_mu","z_delta11_mu","w_delta18_mu","z_delta18_mu"
"10406",0.938162,-1.53732,-0.033916,0.229199
"10407",1.1456,-1.89313,-0.128353,0.112786
"10408",1.15204,-2.03196,0.025929,0.509368
"10409",1.4961,-1.99346,-0.0624423,-0.0831969
"10410",1.58675,-2.83458,0.268972,-0.0739401
"10411",1.87129,-2.72566,0.178296,-0.0619466
"10412",1.66124,-2.87727,0.289243,-0.235521
"10413",2.31948,-3.55397,0.376729,-0.388788
"10414",1.59716,-2.27762,0.0532603,-0.105414
"10415",1.61548,-2.31238,-0.198495,0.177041
"10416",1.67811,-2.27154,0.247728,0.304781
"10417",1.30954,-2.46244,-0.213038,0.265521
"10418",1.71434,-2.6234,-0.170059,-0.0186021
"10419",1.6402,-2.41064,0.104634,-0.227006
"10420",1.99498,-2.80759,0.00601106,0.112082
"10421",1.98006,-3.04794,-0.0104861,-0.0207771
"10422",2.07861,-3.35383,0.0284915,0.131037
"10423",1.81219,-3.11013,-0.0198656,-0.0268807
"10424",1.65337,-2.85308,0.138844,0.152474
"10425",2.18981,-2.91682,0.0165823,0.332824
"10426",2.23952,-3.37311,0.0748932,0.476459
"10427",2.079,-3.27335,0.433268,-0.0798886
"10428",1.75465,-3.35008,0.0827623,0.0388234
"10429",0.989626,-1.49992,0.504188,-0.792167
"10430",1.06025,-1.21944,0.354361,-0.337534
"10431",1.19364,-1.40174,-0.0163809,0.34395
"10432",1.31657,-1.73769,-0.0705481,0.635236
"10433",1.19434,-1.93049,0.00187729,0.826471
"10434",0.825213,-0.596273,0.435387,-0.511293
"10435",0.798771,0.131416,0.353016,-0.703382
"10436",1.21467,-1.00142,0.0927396,-0.48111
"10437",0.430874,-1.22428,0.166981,-0.242271
"10438",0.624086,-1.03428,0.143847,0.0654776
"10439",1.15026,-1.53794,0.0626045,-0.158116
"10440",0.897895,-1.01988,0.218799,-0.181158
"10441",1.41137,-2.27363,0.183126,-0.0765251
"10442",1.41979,-2.21409,0.0895872,-0.16035
"10443",1.94905,-2.54409,0.168565,0.147977
"10444",1.56368,-3.25994,0.132317,-0.368349
"10445",1.85746,-3.29048,0.213031,-0.221345
"10446",1.64051,-2.5051,0.33363,-0.373016
"10447",0.601014,-0.291056,0.113045,-0.360045
"10448",1.64972,-2.69279,-0.278723,0.0954309
"10449",1.24062,-1.5768,-0.347573,0.87298
"10450",1.20776,-1.50889,-0.120114,0.213929
"10451",0.694617,-1.00333,0.289011,-0.365142
"10452",0.854556,-1.20893,0.119102,0.152004
"10453",1.81673,-2.04595,0.154022,-0.343533
"10454",0.718411,-1.73987,0.069855,0.016844
"10455",2.18373,-1.19917,0.289414,-0.189055
"10456",0.647604,-2.73837,0.335493,-0.192437
"10457",1.59769,-1.51166,0.297572,-0.222612
"10458",0.946607,-0.808496,0.248925,-0.107237
"10459",0.77066,-1.75777,0.0188544,0.218462
"10460",1.01403,-1.21875,0.077462,-0.0559932
"10461",1.47401,-1.67076,0.0745818,0.118041
"10462",1.97929,-2.71341,0.156122,0.0631496
"10463",1.00809,-1.83481,0.183025,-0.357746
"10464",1.30291,-1.75257,0.196525,-0.198189
"10465",1.00703,-1.21765,0.211913,-0.345928
"10466",0.727036,-0.948696,0.284685,0.201602
"10467",1.32049,-1.48047,0.225199,-0.0872162
"10468",1.56533,-2.57018,0.0558869,0.239292
"10469",1.80125,-2.43508,0.0603392,-0.122659
"10470",1.60923,-2.45814,0.290253,-0.0306308
"10471",1.74565,-2.64791,0.210752,0.063172
"10472",1.77222,-2.29647,0.122583,0.0017413
"10473",1.18085,-1.46949,0.192414,-0.103783
"10474",1.56266,-1.72794,-0.00356425,-0.201923
"10475",0.943087,-1.1327,0.162015,0.0443586
"10476",1.15949,-1.45221,0.149523,-0.246323
"10477",1.25635,-1.63232,0.282921,-0.114885
"10478",0.756647,-0.967205,-0.0376801,-0.206083
"10479",0.904855,-1.29925,0.0543115,0.206858
"10480",1.4257,-2.88805,0.0572868,-0.0493329
"10481",2.0499,-2.80033,0.0282033,0.0513944
"10482",1.36102,-2.9825,0.0370717,-0.174207
"10483",1.69832,-2.85308,0.119692,0.0913529
"10484",1.36144,-2.23812,0.0363329,0.460342
"10485",1.13768,-1.61858,0.343855,0.541628
"10486",1.57845,-1.89444,-0.0370068,0.00666149
"10487",2.06189,-1.97833,0.0563466,0.411863
"10488",2.49085,-2.66105,-0.171462,0.529082
"10489",2.22256,-2.2847,0.3154,-0.437998
"10490",1.35571,-2.65454,0.369708,-0.229868
"10491",1.66477,-2.73864,0.384713,-0.265031
"10492",1.34177,-2.08919,0.22802,-0.521929
"10493",1.21984,-1.98742,0.515687,-0.0542857
"10494",1.22329,-1.68458,0.226195,-0.280438
"10495",0.846307,-1.53774,-0.0709535,0.0853457
"10496",1.23192,-1.5214,0.0726861,0.127694
"10497",1.08183,-1.28511,0.295673,-0.279901
"10498",0.895369,-1.06878,0.39919,-0.393072
"10499",0.933871,-0.942274,0.249826,-0.268782
"10500",0.992647,-1.2784,0.0680022,-0.0351574
"10501",0.898635,-2.05795,-0.0360093,-0.0643817
"10502",2.09111,-2.88337,-0.0150302,-0.0731328
"10503",1.51823,-3.24699,0.123052,0.221504
"10504",2.35923,-3.02862,-0.1735,0.125255
"10505",1.42797,-1.56834,-0.0543533,0.253768
"10506",1.21083,-1.81809,0.116622,0.079409
"10507",1.38603,-1.78964,-0.00509938,0.193832
"10508",1.23101,-1.9217,0.0189561,0.195208
"10509",1.64374,-2.18199,0.0802838,-0.0170294
"10510",0.842598,-1.09054,0.410802,0.356702
"10511",1.00048,-1.671,-0.250154,0.137527
"10512",1.2014,-1.42144,0.0749122,0.136545
"10513",1.53045,-1.89077,0.181998,-0.230435
"10514",1.88571,-3.04604,-0.131302,0.194866
"10515",2.16128,-3.59311,-0.0297741,0.223053
"10516",2.74205,-4.83713,0.305992,-0.282014
"10517",2.75781,-4.0149,0.299105,-0.307123
"10518",2.30532,-4.05814,0.208302,-0.204667
"10519",2.52935,-3.11074,0.114258,0.0794275
"10520",2.11292,-2.36903,0.00304014,0.415432
"10521",1.13082,-2.41809,-0.139604,0.119084
"10522",1.89419,-2.54564,-0.043019,0.632242
"10523",2.03171,-3.32471,-0.187214,0.407128
"10524",0.666058,-0.748173,0.0567688,-0.494513
"10525",0.456075,0.158145,0.231408,-0.756652
"10526",0.0485671,-0.915407,0.445297,-0.472461
"10527",-0.136075,0.881792,0.377549,-0.431667
"10528",0.39494,0.716823,0.162312,-0.251328
"10529",1.21643,-1.97067,0.128114,0.06881
"10530",1.13183,-0.48376,0.207564,0.0797477
"10531",1.33128,-1.81086,0.130321,-0.330511
"10532",1.52202,-2.19793,0.159946,-0.498621
"10533",1.49946,-2.60598,0.0508613,-0.426773
"10534",1.80971,-2.55936,0.10183,-0.105584
"10535",1.19301,-2.05032,-0.077785,-0.0710428
"10536",0.631392,0.252605,0.222219,-0.72634
"10537",0.666227,0.0995248,0.230458,-0.503891
"10538",0.232941,-0.962205,0.435972,-0.196626
"10539",0.628809,-0.757226,0.311494,0.0436272
"10540",1.04028,-1.70227,0.124767,-0.216621
"10541",1.28205,-1.25644,0.367485,0.0902778
"10542",1.69954,-1.696,0.0367747,0.104675
"10543",0.66915,-1.6718,0.0116577,-0.0544359
"10544",1.65658,-1.53278,0.157755,-0.187296
"10545",1.6919,-1.26701,0.124755,0.0867906
"10546",1.16341,-1.93392,-0.130896,0.167124
"10547",1.7092,-2.31262,0.13919,0.057147
"10548",1.58829,-2.29897,0.0696388,0.0569927
"10549",1.24208,-2.00224,0.0159193,0.0748072
"10550",1.31211,-1.63212,0.00494016,-0.0193122
"10551",1.26201,-1.81212,-0.219094,0.508754
"10552",1.5837,-2.26696,0.301932,-0.20006
"10553",1.06508,-1.68759,-0.208423,0.644756
"10554",1.10604,-1.37155,-0.245268,0.608709
"10555",1.48212,-2.34984,-0.00484371,-0.0718203
"10556",1.83003,-2.40341,0.1626,0.0823549
"10557",0.87432,-1.6644,0.0918193,-0.244917
"10558",1.44564,-2.17211,0.296156,-0.202071
"10559",1.67633,-2.11454,-0.123692,0.303943
"10560",0.965821,-1.19127,0.0885564,0.231841
"10561",0.858186,-0.994345,0.0601805,0.105743
"10562",1.0071,-0.486711,0.0719883,0.124718
"10563",0.861607,-0.481135,0.134682,-0.0566752
"10564",0.800817,-0.346027,0.1722,-0.125921
"10565",0.724776,-0.921168,0.0358638,-0.136314
"10566",1.54031,-1.93696,0.22167,0.00383056
"10567",1.63746,-2.59517,-0.154266,0.698887
"10568",1.64529,-2.23821,-0.124044,0.553079
"10569",2.0271,-2.84726,-0.136246,0.321875
"10570",2.20172,-4.55304,0.253569,-0.31425
"10571",3.02452,-5.25382,0.0851811,-0.014617
"10572",3.39516,-5.19498,-0.0869304,0.0135509
"10573",1.92716,-3.15518,0.369865,-0.371293
"10574",1.80483,-2.98622,-0.21305,0.640466
"10575",2.17067,-3.14175,-0.24257,0.375678
"10576",2.24661,-4.02302,-0.417245,-0.0162679
"10577",2.66681,-4.43652,-0.17282,0.514899
"10578",2.17712,-4.08823,0.0728456,0.330665
"10579",1.98108,-3.22065,0.149693,-0.0964344
"10580",0.491368,-0.485529,-0.125389,0.0859259
"10581",1.23933,-1.2828,0.382023,-0.289214
"10582",0.587236,-1.0896,0.349742,0.15341
"10583",1.1472,-0.825399,0.190577,-0.0699076
"10584",0.714907,-1.01958,0.0473121,0.0569889
"10585",1.47343,-1.0279,-0.0173006,0.274735
"10586",0.894122,-1.82939,0.0175543,0.207733
"10587",1.17795,-2.58914,0.206616,-0.139922
"10588",1.16034,-1.32896,-0.074844,0.221591
"10589",1.10386,-1.8461,0.199587,0.0167566
"10590",1.58112,-1.58659,0.0770035,-0.0972449
"10591",0.700239,-1.80891,0.260558,-0.336308
"10592",0.858836,-0.945207,0.134168,-0.154728
"10593",0.0440293,-2.01967,0.12163,-0.289906
"10594",1.6424,-1.81286,-0.0992368,0.288971
"10595",0.745292,-1.14466,0.305023,-0.153712
"10596",0.694212,-1.45781,0.0552446,0.093257
"10597",0.738634,-1.24344,0.0634528,-0.0395074
"10598",0.852378,-1.43269,0.00663924,0.198698
"10599",0.72347,-1.03796,-0.249538,0.924443
"10600",1.12831,-1.91412,-0.139424,0.459582
"10601",1.40028,-1.86116,0.124467,-0.134538
"10602",0.911501,-1.45861,0.101699,0.0860819
"10603",0.859712,-0.837558,0.112204,-0.0368925
"10604",0.267619,-0.0764566,0.181699,-0.0641518
"10605",0.83853,-1.16929,0.124503,-0.256632
"10606",0.991918,-1.92219,-0.00403153,0.263761
"10607",1.04034,-1.46983,0.0843838,0.0997094
"10608",0.648212,-0.690505,0.27433,-0.325153
"10609",1.2439,-1.12473,0.149861,-0.138472
"10610",1.00811,-1.74161,0.00157947,-0.156471
"10611",1.46143,-1.5228,0.0395966,0.50225
"10612",1.46141,-1.73884,0.317806,-0.0101538
"10613",0.871858,-1.71502,0.427102,-0.196171
"10614",0.999763,-1.2724,0.101753,-0.348472
"10615",0.795386,-1.06658,0.214811,-0.00921971
"10616",1.87784,-3.30941,-0.0234179,0.145833
"10617",1.40839,-2.48147,0.0841815,-0.279303
"10618",0.735786,-1.00091,0.0985406,-0.560964
"10619",0.794402,-1.04378,0.230526,-0.595279
"10620",0.740429,-0.828809,0.282257,-0.453796
"10621",0.887914,-0.758367,0.171805,-0.315615
"10622",1.00398,-1.2683,0.103872,-0.38217
"10623",1.30251,-0.834041,0.0237846,0.016336
"10624",0.444853,-0.948629,0.0985817,-0.102652
"10625",1.30863,-1.45686,0.0702374,-0.0339574
"10626",1.66978,-2.12068,0.064915,0.0808508
"10627",1.18408,-1.75318,-0.00802918,0.166233
"10628",1.41139,-2.24049,0.000470261,0.095054
"10629",1.6573,-1.90845,-0.149156,0.502305
"10630",1.68597,-2.30893,0.0479196,-0.0745288
"10631",1.41434,-2.56754,0.360307,-0.00902029
"10632",1.20046,-1.79322,0.388488,0.0424862
"10633",1.18139,-1.7273,-0.0953486,-0.544192
"10634",0.443423,-0.621041,-0.122623,-0.182097
"10635",1.64655,-2.37592,0.0510443,-0.372762
"10636",1.09039,-1.42389,-0.266071,0.0113294
"10637",0.944047,-1.65739,0.0464659,0.152812
"10638",1.23669,-2.10045,0.235858,0.63034
"10639",1.50194,-1.81791,-0.101685,-0.284516
"10640",1.43691,-2.26807,0.0444463,0.060532
"10641",1.64361,-1.39705,0.0443327,0.232935
"10642",0.405163,-1.03149,-0.207326,0.777676
"10643",0.992032,-2.04064,0.149361,-0.156889
"10644",0.492992,-0.912451,0.131396,-0.00869334
"10645",0.586335,-1.35697,0.290499,-0.121956
"10646",1.67221,-1.87654,0.00249873,-0.204152
"10647",1.0246,-2.14391,0.286013,0.126266
"10648",1.49947,-1.86807,-0.219999,0.197274
"10649",1.41371,-1.44937,0.0173683,0.154295
"10650",0.870903,-1.59423,0.0591054,-0.0954841
"10651",1.03725,-1.16923,0.323714,-0.217408
"10652",1.65101,-2.64443,-0.00973491,0.0867976
"10653",0.65611,-0.262937,0.483734,-0.300498
"10654",0.678546,-0.527537,0.231896,-0.20965
"10655",0.643195,-0.692254,0.252588,-0.128717
"10656",0.566973,-1.34434,-0.0180423,0.237118
"10657",0.464931,-0.196321,0.0797706,0.229836
"10658",0.429932,-0.436785,-0.034827,0.00286735
"10659",0.996017,-0.331574,-0.039173,0.244558
"10660",0.852432,-0.675027,-0.411095,0.872363
"10661",1.41145,-1.34092,-0.269745,0.870727
"10662",1.76059,-1.89499,-0.141681,0.643213
"10663",0.879701,-1.02446,0.00219011,0.0686483
"10664",0.570143,-0.564058,0.46262,-0.160018
"10665",1.13189,-1.54387,0.32385,-0.314796
"10666",0.614557,-0.746399,0.187576,-0.173169
"10667",1.29262,-1.66508,0.0726045,0.194135
"10668",0.731987,-1.12856,0.0817908,-0.0494565
"10669",0.996429,-1.028,0.367692,-0.587459
"10670",0.817996,-0.79333,0.136507,-0.190575
"10671",1.82576,-2.82866,0.0364893,0.176009
"10672",1.78079,-2.55282,0.379491,-0.300638
"10673",1.65348,-2.95818,-0.00135531,0.742933
"10674",1.80885,-2.73824,-0.0348023,0.567123
"10675",1.91839,-2.87968,-0.111291,0.869056
"10676",1.89664,-3.0977,0.0341132,0.184965
"10677",1.45766,-2.43583,-0.249598,0.618091
"10678",1.24364,-1.40469,-0.146067,0.581353
"10679",1.58452,-1.45291,-0.109776,0.25573
"10680",0.962912,-1.22327,-0.0100001,-0.00496975
"10681",0.886941,-0.974623,0.27891,-0.12157
"10682",0.824501,-1.12983,0.347551,-0.657745
"10683",1.19992,-1.79128,0.0713614,0.0708905
"10684",1.08517,-1.83226,-0.0720147,0.525055
"10685",1.05298,-1.88475,-0.449326,0.611657
"10686",1.47463,-2.10006,0.0561192,-0.0628391
"10687",1.37851,-2.68244,0.0876137,0.212614
"10688",1.12255,-1.93311,0.170356,0.0275107
"10689",1.36232,-1.43545,0.153883,-0.354539
"10690",1.08073,-1.57604,0.169112,-0.0801168
"10691",1.28685,-1.57762,0.279831,-0.141451
"10692",1.44525,-2.64079,0.0894757,-0.284707
"10693",1.81961,-2.5794,0.172667,0.168388
"10694",1.81106,-3.27069,0.0264452,-0.0249401
"10695",0.879978,-1.45287,-0.0685506,-0.158542
"10696",1.47015,-1.78825,0.21431,0.336255
"10697",0.432534,-0.433472,-0.0866661,0.560435
"10698",0.988613,-1.98479,0.13558,0.561349
"10699",1.24276,-2.45283,0.1528,-0.357954
"10700",2.02908,-1.78726,-0.0857996,0.384244
"10701",0.76735,-2.24202,0.0465927,-0.353746
"10702",0.752301,-2.25332,0.155291,-0.422318
"10703",1.16625,-2.53446,-0.19805,0.0936422
"10704",1.99646,-2.58495,-0.0253468,0.303941
"10705",1.60626,-3.00342,-0.0497979,0.273603
"10706",1.54705,-2.27007,0.368155,-0.116629
"10707",1.68166,-2.19623,0.087724,-0.097083
"10708",1.2177,-1.12047,-0.0590999,0.0686675
"10709",1.11412,-1.99955,-0.16886,0.658143
"10710",-0.0803089,-0.999894,-0.0803458,0.172588
"10711",1.62522,-1.26452,-0.0172281,0.227285
"10712",1.33896,-1.00164,0.443352,-0.486258
"10713",1.01579,-1.08536,0.792129,-1.00969
"10714",0.673085,-1.0874,0.720692,-0.925057
"10715",1.17577,-1.33199,0.496959,-0.599904
"10716",1.04387,-1.03878,0.451113,-0.596854
"10717",1.04385,-1.05969,0.300777,-0.435895
"10718",1.30414,-2.01491,-0.183885,0.340105
"10719",0.510652,-1.11997,0.177848,-0.155266
"10720",0.558249,-0.839526,-0.0253706,0.199602
"10721",1.36462,-1.74034,0.299647,-0.34327
"10722",0.793957,-0.774317,0.224319,-0.303407
"10723",1.23466,-1.27019,0.312038,-0.432764
"10724",1.66633,-2.12373,0.0466966,0.211122
"10725",0.339124,-0.446451,0.244663,-0.129042
"10726",1.02203,-1.40206,0.271511,-0.367279
"10727",1.15047,-1.686,0.231713,-0.166393
"10728",1.05928,-1.33728,0.0372024,-0.469887
"10729",0.930516,-1.35672,0.429345,0.0246908
"10730",0.806321,-1.05745,0.513758,-0.91485
"10731",0.764164,-1.06517,0.612952,-0.649511
"10732",0.813539,-0.982857,0.561122,-0.607403
"10733",1.27716,-0.89139,0.200059,0.0285448
"10734",1.60091,-1.09837,-0.236415,0.615757
"10735",0.976949,-2.34312,-0.282381,0.714962
"10736",2.04965,-3.1639,0.00749759,0.0286413
"10737",1.26131,-2.24945,0.427903,-0.540728
"10738",1.64635,-2.80665,0.315944,-0.0793033
"10739",0.926812,-0.927424,0.365687,-0.383649
"10740",0.452548,-0.492683,0.209018,-0.328198
"10741",1.62485,-1.92467,0.13515,-0.0381924
"10742",1.40418,-2.14689,0.0743887,0.0207772
"10743",1.06656,-1.47982,0.126086,-0.0120803
"10744",1.02179,-1.04916,0.00587337,0.0199068
"10745",1.10644,-1.69547,0.598626,-0.613929
"10746",1.10359,-1.61276,0.0941001,-0.810639
"10747",1.03415,-1.21697,0.477266,-0.342776
"10748",1.03714,-1.10792,0.06249,-0.385846
"10749",0.88787,-1.19676,0.0418538,-0.336102
"10750",1.07449,-1.55421,0.0406204,0.308907
"10751",1.10892,-1.60001,0.211749,0.267855
"10752",1.02103,-1.92811,-0.0869235,-0.0786216
"10753",0.628368,-0.764768,0.124868,0.664332
"10754",0.776047,-1.7912,0.0856028,-0.567951
"10755",1.25216,-1.8597,0.106977,-0.623488
"10756",1.18927,-1.28764,0.00403122,-0.417346
"10757",1.33734,-1.55921,0.61624,-0.485021
"10758",0.801751,-1.36352,0.152019,-0.349218
"10759",1.60484,-2.12175,0.42476,-0.442913
"10760",0.987511,-1.72197,0.380701,-0.482775
"10761",1.32591,-1.78901,0.489903,-0.401413
"10762",1.3582,-1.93969,0.285884,-0.280009
"10763",1.96794,-2.25862,0.269743,-0.269647
"10764",1.73832,-2.34304,0.118895,0.0526312
"10765",2.05054,-1.76178,0.0453722,-0.226225
"10766",0.713155,-2.03199,0.143491,-0.223436
"10767",0.653302,-1.83155,0.158,-0.218288
"10768",1.17678,-2.68678,0.0124733,0.0984586
"10769",2.10779,-3.57093,0.0490932,0.162404
"10770",1.74026,-3.30473,0.0406649,0.166702
"10771",1.88337,-3.22488,0.0433046,0.193479
"10772",1.88064,-2.80401,-0.00584392,0.0754176
"10773",1.84325,-2.58171,0.0627139,0.221241
"10774",1.89384,-2.63925,-0.216264,0.365991
"10775",3.15384,-5.19683,0.268716,-0.134307
"10776",1.88584,-2.5238,0.247959,-0.0507979
"10777",1.16557,-1.852,0.00561688,-0.00487008
"10778",1.19233,-1.72191,0.0705415,0.201561
"10779",1.45381,-1.46358,0.156643,-0.14802
"10780",1.19989,-2.03027,0.162617,-0.104887
"10781",1.19575,-1.91902,0.155672,-0.196139
"10782",2.14188,-2.15147,0.352612,-0.17452
"10783",1.37898,-1.69222,0.30895,-0.140807
"10784",1.2197,-1.34109,0.215787,-0.127593
"10785",1.50833,-2.95811,0.0811305,-0.236349
"10786",1.82596,-2.29839,-0.22268,0.425888
"10787",1.36464,-1.62935,-0.141569,0.291652
"10788",1.27598,-1.31253,0.0121535,0.250028
"10789",1.00253,-1.27535,0.00526083,0.110819
"10790",1.49877,-1.59188,-0.261397,0.424171
"10791",0.968608,-0.992633,-0.124487,0.29023
"10792",1.08509,-1.49882,0.104693,0.0923883
"10793",1.44971,-1.78938,0.140574,-0.229283
"10794",1.23676,-1.13491,0.191467,-0.129992
"10795",1.5507,-1.9778,-0.387536,0.502722
"10796",1.02982,-2.08204,-0.160055,0.741816
"10797",0.929104,-1.39549,0.47281,-0.852001
"10798",0.72611,-1.04826,0.194508,-0.0688536
"10799",0.800837,-0.570035,0.279505,-0.125842
"10800",0.299274,-0.77647,0.0750025,-0.0397552
"10801",1.38095,-1.09727,0.0642508,0.198853
"10802",0.786232,-0.595911,0.192873,-0.463256
"10803",0.632616,-0.280946,0.300075,-0.414031
"10804",0.579516,-0.62811,0.389621,-0.437883
"10805",1.58285,-2.38225,-0.0367954,0.280888
"10806",1.81631,-2.0068,-0.04029,0.539528
"10807",0.984533,-0.876128,0.233131,-0.401612
"10808",0.957119,-1.15515,0.0531105,0.0571896
"10809",1.01307,-0.897037,0.506402,-0.420696
"10810",0.892919,-0.774002,0.257049,-0.441941
"10811",1.57974,-1.94047,0.364043,-0.174652
"10812",1.2048,-1.79241,0.101086,-0.141564
"10813",1.15419,-2.12291,0.0971891,0.043673
"10814",0.768421,-1.06631,0.186888,-0.106154
"10815",1.56672,-2.25914,0.387091,-0.376612
"10816",0.964739,-1.23519,-0.159377,0.370523
"10817",1.63759,-1.87513,0.0258983,0.398492
"10818",1.32603,-1.50928,0.0425036,-0.176393
"10819",1.39353,-1.52393,0.131992,0.143713
"10820",1.37029,-1.69108,0.0305324,0.368969
"10821",1.66755,-2.55094,0.0101662,0.0868183
"10822",0.868584,-2.24598,0.0721701,0.0718452
"10823",1.70333,-1.71442,-0.034477,0.237428
"10824",1.25481,-1.76247,-0.0280589,0.2285
"10825",0.521884,-0.305616,0.345819,-0.347415
"10826",1.65166,-1.73784,-0.275754,0.933412
"10827",1.03554,-1.51472,-0.0988897,0.244759
"10828",1.32202,-1.71992,-0.0284744,0.406237
"10829",1.22951,-1.5816,0.044158,0.336676
"10830",0.733903,-1.86727,0.186652,0.0248656
"10831",1.06264,-2.08353,0.131863,0.0560832
"10832",1.12008,-1.08624,-0.0133786,0.40589
"10833",2.45825,-2.98331,0.0788254,-0.306583
"10834",0.750443,-1.53541,0.53798,-0.649929
"10835",0.327617,-1.2057,-0.0240326,-0.0346159
"10836",0.795698,-1.37777,-0.107659,-0.0103596
"10837",1.47582,-0.752041,0.0344133,0.007163
"10838",0.720354,-1.70964,-0.0545559,0.00918849
"10839",0.842138,-1.24827,0.169112,-0.590361
"10840",0.690261,-0.129337,0.32169,-0.0461398
"10841",0.302799,-0.324197,0.357543,-0.26979
"10842",1.68547,-2.54001,0.119281,0.0222111
"10843",1.61863,-2.07039,0.161592,0.075637
"10844",0.745819,-1.77494,0.144152,-0.0175842
"10845",1.877,-1.42027,0.101373,-0.23645
"10846",0.17082,0.0531936,0.132658,0.0655374
"10847",0.978231,-2.06166,0.0666665,-0.013943
"10848",1.7702,-1.53116,0.449517,-0.471323
"10849",1.74774,-2.00277,0.108232,0.05116
"10850",1.32806,-2.1688,0.169075,-0.148103
"10851",1.46722,-2.28311,0.141962,0.18115
"10852",1.70068,-1.77963,0.164243,-0.0962327
"10853",0.904234,-1.13513,0.0441395,-0.278529
"10854",1.42846,-2.00005,0.337685,0.0582444
"10855",0.578696,-1.87979,0.162383,-0.428657
"10856",0.539635,-0.972867,0.0165496,0.126487
"10857",1.35261,-0.461817,0.114374,0.00954903
"10858",1.49805,-1.56005,0.138452,0.293701
"10859",1.20058,-1.5199,-0.093394,0.0307635
"10860",1.64109,-2.15166,0.0968339,0.18581
"10861",1.61622,-3.37028,-0.177133,0.547002
"10862",1.43186,-1.24558,0.0828229,-0.150457
"10863",1.15091,-2.10088,0.0376614,0.105951
"10864",0.988577,-0.773334,0.0998175,-0.109039
"10865",0.789928,-1.21697,0.105572,-0.617645
"10866",1.22761,-1.43484,0.300831,-0.0292317
"10867",1.11645,-1.6306,0.408467,-0.664604
"10868",1.04628,-1.07888,0.601113,-0.466648
"10869",0.933655,-0.784026,0.534654,-0.322904
"10870",0.701659,-1.09735,0.71326,-0.434594
"10871",2.03664,-3.45036,-0.0853926,0.12995
"10872",1.56344,-2.1614,-0.254298,0.58002
"10873",0.900438,-1.81128,-0.342882,0.617326
"10874",1.51897,-2.54674,0.119554,0.164346
"10875",1.73599,-3.05222,-0.176907,-0.128326
"10876",1.5392,-2.69328,0.0651302,0.208199
"10877",0.870595,-2.40316,-0.0252118,0.115478
"10878",1.81624,-1.52262,-0.0550625,0.371331
"10879",1.23144,-1.61307,0.329544,-0.323321
"10880",1.12582,-0.886629,0.188256,-0.561934
"10881",0.930631,-2.1983,0.307933,-0.405658
"10882",1.30254,-1.58149,-0.00946516,0.141708
"10883",0.902562,-1.29531,0.000615747,0.0272631
"10884",1.21812,-1.77234,0.366314,-0.629052
"10885",1.62604,-2.31695,0.225786,0.0514409
"10886",1.41997,-2.15657,0.072606,0.114957
"10887",1.88787,-3.31473,0.372661,-0.210784
"10888",1.58014,-3.17514,0.0871876,-0.117507
"10889",2.10635,-2.93623,0.154055,-0.181079
"10890",1.78921,-3.06943,0.26658,-0.15623
"10891",1.62725,-2.22471,-0.0961666,0.258865
"10892",1.41759,-2.18606,-0.158138,0.158052
"10893",1.28133,-1.62893,0.000889401,-0.0503056
"10894",1.41469,-2.21831,0.110382,-0.10912
"10895",1.48467,-1.39524,-0.107296,0.307007
"10896",1.50259,-2.90359,0.00747864,0.181908
"10897",1.77028,-2.75462,-0.0021634,0.356207
"10898",1.74163,-2.56931,0.0631431,0.179035
"10899",0.966178,-1.25886,0.0519252,0.172805
"10900",0.554157,-0.796541,0.129889,0.196511
"10901",1.38411,-1.65432,-0.0803664,0.0864373
"10902",1.27665,-1.44566,0.222833,-0.252656
"10903",0.677966,-0.826509,0.0380474,-0.0134261
"10904",1.34134,-2.14724,0.128686,-0.11045
"10905",0.698223,-0.634147,-0.11282,0.186376
"10906",1.074,-1.48307,-0.16332,0.057011
"10907",1.27673,-1.64033,0.147702,0.0729641
"10908",1.22017,-1.87682,0.167362,-0.112397
"10909",1.11829,-1.63791,0.0997769,0.423687
"10910",1.16347,-1.28137,0.00309721,-0.032575
"10911",0.823558,-1.21895,0.0618508,0.401383
"10912",0.832656,-0.953003,-0.112434,0.101406
"10913",1.12106,-1.37968,0.160795,-0.385559
"10914",1.09909,-1.29947,0.0604191,0.197847
"10915",1.20357,-1.53785,0.237852,-0.139169
"10916",0.847614,-1.16531,0.00666201,0.109542
"10917",1.59833,-2.34691,-0.233871,0.486498
"10918",1.71205,-2.61521,-0.139163,0.400689
"10919",1.71972,-2.19293,-0.170633,0.206263
"10920",1.08081,-1.33039,0.0618588,-0.0968369
"10921",1.33092,-1.9131,0.216002,-0.453837
"10922",1.10229,-1.05872,0.164165,-0.740242
"10923",0.95365,-1.62747,0.0163748,0.329145
"10924",0.914169,-0.906055,-0.0627221,0.272021
"10925",0.822569,-0.560333,-0.172153,0.335878
"10926",1.05946,-1.22108,0.128216,-0.0788434
"10927",0.96047,-1.17911,-0.317174,0.156708
"10928",0.642302,-0.59886,0.0448755,0.532506
"10929",0.95256,-0.403804,-0.0176742,0.485367
"10930",1.18236,-0.834673,-0.241532,0.321131
"10931",0.902647,0.210926,-0.0790709,0.0242317
"10932",1.13515,-1.46592,0.244274,-0.178566
"10933",0.454418,-0.392166,-0.145042,0.199969
"10934",0.778288,-0.735044,-0.0549899,0.22295
"10935",0.826682,-1.1891,0.233644,-0.419981
